filename,width,height,class,xmin,ymin,xmax,ymax
B6N_LGRB_I_R06T_part_00000000_00065535_63.png,500,189,delamination,217,18,282,44
B6N_LGRB_I_R06T_part_00000000_00065535_64.png,500,189,delamination,204,17,296,43
B6N_LGRB_I_R06T_part_00000000_00065535_67.png,500,189,delamination,192,19,308,39
B6N_LGRB_I_R06T_part_00000000_00065535_68.png,500,189,delamination,167,18,333,41
B6N_LGRB_I_R06T_part_00000000_00065535_70.png,500,189,delamination,197,17,303,39
B6N_LGRB_I_R06T_part_00000000_00065535_71.png,500,189,delamination,211,18,288,38
B6N_LGRB_I_R06T_part_00000000_00065535_72.png,500,189,delamination,44,18,456,38
B6N_LGRB_I_R06T_part_00000000_00065535_73.png,500,189,delamination,235,45,265,66
B6N_LGRB_I_R06T_part_00000000_00065535_74.png,500,189,delamination,229,14,271,41
B6N_LGRB_I_R06T_part_00000000_00065535_75.png,500,189,delamination,212,16,288,37
B6N_LGRB_I_R06T_part_00000000_00065535_77.png,500,189,delamination,210,14,289,45
B6N_LGRB_I_R06T_part_00000000_00065535_78.png,500,189,delamination,189,18,311,41
B6N_LGRB_I_R06T_part_00000000_00065535_88.png,500,189,delamination,123,28,377,58
B6N_LGRB_I_R06T_part_00065535_00131070_107.png,500,189,delamination,210,42,289,58
B6N_LGRB_I_R06T_part_00065535_00131070_108.png,500,189,delamination,211,39,288,60
B6N_LGRB_I_R06T_part_00065535_00131070_109.png,500,189,delamination,213,44,286,59
B6N_LGRB_I_R06T_part_00065535_00131070_110.png,500,189,delamination,216,22,284,39
B6N_LGRB_I_R06T_part_00065535_00131070_111.png,500,189,delamination,193,21,306,43
B6N_LGRB_I_R06T_part_00065535_00131070_112.png,500,189,delamination,143,22,357,42
B6N_LGRB_I_R06T_part_00065535_00131070_113.png,500,189,delamination,140,21,359,41
B6N_LGRB_I_R06T_part_00065535_00131070_114.png,500,189,delamination,201,20,299,41
B6N_LGRB_I_R06T_part_00065535_00131070_115.png,500,189,delamination,202,23,297,40
B6N_LGRB_I_R06T_part_00065535_00131070_116.png,500,189,delamination,121,21,378,44
B6N_LGRB_I_R06T_part_00065535_00131070_117.png,500,189,delamination,159,24,340,46
B6N_LGRB_I_R06T_part_00065535_00131070_118.png,500,189,delamination,232,25,267,42
B6N_LGRB_I_R06T_part_00065535_00131070_119.png,500,189,delamination,136,28,364,56
B6N_LGRB_I_R06T_part_00065535_00131070_120.png,500,189,delamination,188,26,312,50
B6N_LGRB_I_R06T_part_00065535_00131070_121.png,500,189,delamination,230,27,269,46
B6N_LGRB_I_R06T_part_00065535_00131070_123.png,500,189,delamination,207,41,293,67
B6N_LGRB_I_R06T_part_00065535_00131070_124.png,500,189,delamination,238,25,262,55
B6N_LGRB_I_R06T_part_00065535_00131070_128.png,500,189,delamination,220,23,280,43
B6N_LGRB_I_R06T_part_00065535_00131070_129.png,500,189,delamination,196,22,304,46
B6N_LGRB_I_R06T_part_00065535_00131070_130.png,500,189,delamination,223,23,277,44
B6N_LGRB_I_R06T_part_00065535_00131070_131.png,500,189,delamination,201,18,298,52
B6N_LGRB_I_R06T_part_00065535_00131070_132.png,500,189,delamination,226,20,274,44
B6N_LGRB_I_R06T_part_00065535_00131070_133.png,500,189,delamination,223,20,276,53
B6N_LGRB_I_R06T_part_00065535_00131070_136.png,500,189,delamination,218,19,281,44
B6N_LGRB_I_R06T_part_00065535_00131070_137.png,500,189,delamination,221,16,279,44
B6N_LGRB_I_R06T_part_00065535_00131070_138.png,500,189,delamination,168,20,331,46
B6N_LGRB_I_R06T_part_00065535_00131070_140.png,500,189,delamination,208,19,291,42
B6N_LGRB_I_R06T_part_00065535_00131070_141.png,500,189,delamination,231,21,269,47
B6N_LGRB_I_R06T_part_00065535_00131070_143.png,500,189,delamination,212,44,287,64
B6N_LGRB_I_R06T_part_00065535_00131070_144.png,500,189,delamination,207,23,293,47
B6N_LGRB_I_R06T_part_00065535_00131070_145.png,500,189,delamination,226,20,273,46
B6N_LGRB_I_R06T_part_00065535_00131070_147.png,500,189,delamination,227,25,273,49
B6N_LGRB_I_R06T_part_00065535_00131070_148.png,500,189,delamination,208,19,291,42
B6N_LGRB_I_R06T_part_00065535_00131070_149.png,500,189,delamination,221,18,278,42
B6N_LGRB_I_R06T_part_00262140_00327675_401.png,500,189,delamination,215,16,285,38
B6N_LGRB_I_R06T_part_00262140_00327675_402.png,500,189,delamination,214,17,286,36
B6N_LGRB_I_R06T_part_00262140_00327675_405.png,500,189,delamination,229,36,270,56
B6N_LGRB_I_R06T_part_00262140_00327675_406.png,500,189,delamination,233,38,266,54
B6N_LGRB_I_R06T_part_00262140_00327675_407.png,500,189,delamination,224,17,275,30
B6N_LGRB_I_R06T_part_00262140_00327675_410.png,500,189,delamination,202,19,298,37
B6N_LGRB_I_R06T_part_00262140_00327675_411.png,500,189,delamination,228,35,271,56
B6N_LGRB_I_R06T_part_00262140_00327675_412.png,500,189,delamination,232,41,267,53
B6N_LGRB_I_R06T_part_00262140_00327675_413.png,500,189,delamination,226,38,274,56
B6N_LGRB_I_R06T_part_00262140_00327675_415.png,500,189,delamination,224,42,276,62
B6N_LGRB_I_R06T_part_00262140_00327675_417.png,500,189,delamination,226,22,274,38
B6N_LGRB_I_R06T_part_00262140_00327675_418.png,500,189,delamination,219,17,280,41
B6N_LGRB_I_R06T_part_00262140_00327675_419.png,500,189,delamination,228,17,272,37
B6N_LGRB_I_R06T_part_00262140_00327675_420.png,500,189,delamination,233,20,267,42
B6N_LGRB_I_R06T_part_00262140_00327675_421.png,500,189,delamination,194,18,305,42
B6N_LGRB_I_R06T_part_00262140_00327675_422.png,500,189,delamination,150,19,349,35
B6N_LGRB_I_R06T_part_00262140_00327675_424.png,500,189,delamination,224,20,275,41
B6N_LGRB_I_R06T_part_00262140_00327675_427.png,500,189,delamination,202,40,298,60
B6N_LGRB_I_R06T_part_00262140_00327675_428.png,500,189,delamination,221,15,279,35
B6N_LGRB_I_R06T_part_00262140_00327675_429.png,500,189,delamination,219,41,281,61
B6N_LGRB_I_R06T_part_00262140_00327675_430.png,500,189,delamination,201,16,298,42
B6N_LGRB_I_R06T_part_00262140_00327675_431.png,500,189,delamination,220,17,279,40
B6N_LGRB_I_R06T_part_00262140_00327675_432.png,500,189,delamination,229,18,270,40
B6N_LGRB_I_R06T_part_00262140_00327675_433.png,500,189,delamination,206,16,294,41
B6N_LGRB_I_R06T_part_00262140_00327675_434.png,500,189,delamination,217,42,283,58
B6N_LGRB_I_R06T_part_00262140_00327675_435.png,500,189,delamination,192,20,307,43
B6N_LGRB_I_R06T_part_00262140_00327675_436.png,500,189,delamination,208,40,291,58
B6N_LGRB_I_R06T_part_00262140_00327675_438.png,500,189,delamination,202,15,297,40
B6N_LGRB_I_R06T_part_00262140_00327675_439.png,500,189,delamination,213,17,287,39
B6N_LGRB_I_R06T_part_00262140_00327675_440.png,500,189,delamination,205,16,295,35
B6N_LGRB_I_R06T_part_00262140_00327675_441.png,500,189,delamination,131,39,369,60
B6N_LGRB_I_R06T_part_00262140_00327675_442.png,500,189,delamination,220,38,279,61
B6N_LGRB_I_R06T_part_00262140_00327675_443.png,500,189,delamination,230,16,269,39
B6N_LGRB_I_R06T_part_00262140_00327675_444.png,500,189,delamination,224,12,276,33
B6N_LGRB_I_R06T_part_00262140_00327675_447.png,500,189,delamination,225,16,275,34
B6N_LGRB_I_R06T_part_00262140_00327675_448.png,500,189,delamination,130,40,369,62
B6N_LGRB_I_R06T_part_00262140_00327675_449.png,500,189,delamination,214,41,286,58
B6N_LGRB_I_R06T_part_00262140_00327675_452.png,500,189,delamination,225,15,275,41
B6N_LGRB_I_R06T_part_00262140_00327675_455.png,500,189,delamination,227,36,272,56
B6N_LGRB_I_R06T_part_00262140_00327675_457.png,500,189,delamination,224,39,275,59
B6N_LGRB_I_R06T_part_00262140_00327675_458.png,500,189,delamination,227,39,273,57
B6N_LGRB_I_R06T_part_00262140_00327675_459.png,500,189,delamination,210,37,290,60
B6N_LGRB_I_R06T_part_00262140_00327675_460.png,500,189,delamination,223,18,276,37
B6N_LGRB_I_R06T_part_00262140_00327675_463.png,500,189,delamination,219,15,280,41
B6N_LGRB_I_R06T_part_00262140_00327675_466.png,500,189,delamination,86,31,414,59
B6N_LGRB_I_R06T_part_00262140_00327675_467.png,500,189,delamination,235,16,265,30
B6N_LGRB_I_R06T_part_00262140_00327675_468.png,500,189,delamination,229,13,271,35
B6N_LGRB_I_R06T_part_00262140_00327675_469.png,500,189,delamination,227,15,272,36
B6N_LGRB_I_R06T_part_00262140_00327675_470.png,500,189,delamination,221,18,279,40
B6N_LGRB_I_R06T_part_00262140_00327675_473.png,500,189,delamination,230,18,270,37
B6N_LGRB_I_R06T_part_00262140_00327675_475.png,500,189,delamination,229,16,271,41
B6N_LGRB_I_R06T_part_00262140_00327675_476.png,500,189,delamination,220,15,279,36
B6N_LGRB_I_R06T_part_00262140_00327675_478.png,500,189,delamination,227,17,273,38
B6N_LGRB_I_R06T_part_00262140_00327675_480.png,500,189,delamination,223,12,277,35
B6N_LGRB_I_R06T_part_00262140_00327675_481.png,500,189,delamination,225,14,274,38
B6N_LGRB_I_R06T_part_00262140_00327675_482.png,500,189,delamination,223,14,276,37
B6N_LGRB_I_R06T_part_00262140_00327675_485.png,500,189,delamination,219,15,281,35
B6N_LGRB_I_R06T_part_00262140_00327675_487.png,500,189,delamination,233,19,267,36
B6N_LGRB_I_R06T_part_00262140_00327675_488.png,500,189,delamination,231,44,268,59
B6N_LGRB_I_R06T_part_00262140_00327675_491.png,500,189,delamination,209,15,290,37
B6N_LGRB_I_R06T_part_00262140_00327675_495.png,500,189,delamination,203,40,296,60
B6N_LGRB_I_R06T_part_00262140_00327675_496.png,500,189,delamination,207,18,293,38
B6N_LGRB_I_R06T_part_00262140_00327675_497.png,500,189,delamination,232,17,277,39
B6N_LGRB_I_R06T_part_00262140_00327675_498.png,500,189,delamination,232,16,267,34
B6N_LGRB_I_R06T_part_00262140_00327675_499.png,500,189,delamination,232,16,268,35
B6N_LGRB_I_R06T_part_00262140_00327675_501.png,500,189,delamination,230,43,269,61
B6N_LGRB_I_R06T_part_00262140_00327675_502.png,500,189,delamination,195,16,304,40
B6N_LGRB_I_R06T_part_00262140_00327675_504.png,500,189,delamination,219,15,280,38
B6N_LGRB_I_R06T_part_00262140_00327675_505.png,500,189,delamination,179,16,321,40
B6N_LGRB_I_R06T_part_00262140_00327675_506.png,500,189,delamination,196,45,304,64
B6N_LGRB_I_R06T_part_00262140_00327675_507.png,500,189,delamination,172,43,328,64
B6N_LGRB_I_R06T_part_00262140_00327675_510.png,500,189,delamination,95,41,404,61
B6N_LGRB_I_R06T_part_00262140_00327675_511.png,500,189,delamination,214,38,285,60
B6N_LGRB_I_R06T_part_00262140_00327675_512.png,500,189,delamination,224,17,276,35
B6N_LGRB_I_R06T_part_00262140_00327675_514.png,500,189,delamination,233,14,267,35
B6N_LGRB_I_R06T_part_00262140_00327675_516.png,500,189,delamination,195,40,304,61
B6N_LGRB_I_R06T_part_00262140_00327675_517.png,500,189,delamination,234,20,266,37
B6N_LGRB_I_R06T_part_00262140_00327675_519.png,500,189,delamination,224,18,275,38
B6N_LGRB_I_R06T_part_00262140_00327675_522.png,500,189,delamination,206,42,293,64
B6N_LGRB_I_R06T_part_00262140_00327675_525.png,500,189,delamination,222,14,277,34
B6N_LGRB_I_R06T_part_00262140_00327675_526.png,500,189,delamination,232,37,267,58
B6N_LGRB_I_R06T_part_00262140_00327675_527.png,500,189,delamination,226,36,274,62
B6N_LGRB_I_R06T_part_00262140_00327675_528.png,500,189,delamination,224,17,275,38
B6N_LGRB_I_R06T_part_00262140_00327675_529.png,500,189,delamination,223,12,276,35
B6N_LGRB_I_R06T_part_00262140_00327675_531.png,500,189,delamination,136,39,363,66
B6N_LGRB_I_R06T_part_00262140_00327675_532.png,500,189,delamination,222,42,277,65
B6N_LGRB_I_R06T_part_00262140_00327675_533.png,500,189,delamination,223,44,276,64
B6N_LGRB_I_R06T_part_00262140_00327675_534.png,500,189,delamination,230,42,269,64
B6N_LGRB_I_R06T_part_00262140_00327675_535.png,500,189,delamination,232,43,268,70
B6N_LGRB_I_R06T_part_00262140_00327675_536.png,500,189,delamination,224,17,275,45
B6N_LGRB_I_R06T_part_00262140_00327675_538.png,500,189,delamination,227,18,272,40
B6N_LGRB_I_R06T_part_00262140_00327675_539.png,500,189,delamination,123,17,376,38
B6N_LGRB_I_R06T_part_00262140_00327675_540.png,500,189,delamination,131,17,368,40
B6N_LGRB_I_R06T_part_00262140_00327675_541.png,500,189,delamination,201,39,299,63
B6N_LGRB_I_R06T_part_00262140_00327675_542.png,500,189,delamination,74,41,425,61
B6N_LGRB_I_R06T_part_00262140_00327675_543.png,500,189,delamination,221,16,278,41
B6N_LGRB_I_R06T_part_00262140_00327675_544.png,500,189,delamination,219,20,281,39
B6N_LGRB_I_R06T_part_00262140_00327675_546.png,500,189,delamination,204,43,296,63
B6N_LGRB_I_R06T_part_00262140_00327675_548.png,500,189,delamination,21,14,478,34
B6N_LGRB_I_R06T_part_00262140_00327675_549.png,500,189,delamination,227,36,273,64
B6N_LGRB_I_R06T_part_00262140_00327675_550.png,513,189,delamination,0,16,513,42
B6N_LGRB_I_R06T_part_00262140_00327675_551.png,500,189,delamination,190,41,310,65
B6N_LGRB_I_R06T_part_00262140_00327675_552.png,500,189,delamination,98,14,401,37
B6N_LGRB_I_R06T_part_00262140_00327675_553.png,500,189,delamination,170,37,330,61
B6N_LGRB_I_R06T_part_00262140_00327675_554.png,500,189,delamination,232,41,268,59
B6N_LGRB_I_R06T_part_00262140_00327675_555.png,500,189,delamination,170,14,330,38
B6N_LGRB_I_R06T_part_00262140_00327675_557.png,500,189,delamination,193,35,307,62
B6N_LGRB_I_R06T_part_00262140_00327675_558.png,500,189,delamination,150,14,350,35
B6N_LGRB_I_R06T_part_00262140_00327675_559.png,500,189,delamination,214,35,285,62
B6N_LGRB_I_R06T_part_00262140_00327675_560.png,516,189,delamination,0,10,516,44
B6N_LGRB_I_R06T_part_00262140_00327675_562.png,500,189,delamination,188,13,312,37
B6N_LGRB_I_R06T_part_00262140_00327675_563.png,500,189,delamination,200,40,300,64
B6N_LGRB_I_R06T_part_00262140_00327675_564.png,500,189,delamination,124,14,376,37
B6N_LGRB_I_R06T_part_00262140_00327675_565.png,500,189,delamination,158,39,341,68
B6N_LGRB_I_R06T_part_00262140_00327675_566.png,500,189,delamination,172,12,328,36
B6N_LGRB_I_R06T_part_00262140_00327675_567.png,500,189,delamination,172,16,328,35
B6N_LGRB_I_R06T_part_00262140_00327675_569.png,500,189,delamination,212,35,288,62
B6N_LGRB_I_R06T_part_00262140_00327675_570.png,500,189,delamination,227,38,272,62
B6N_LGRB_I_R06T_part_00262140_00327675_571.png,500,189,delamination,170,40,329,63
B6N_LGRB_I_R06T_part_00262140_00327675_573.png,500,189,delamination,228,14,271,39
B6N_LGRB_I_R06T_part_00262140_00327675_574.png,500,189,delamination,154,16,345,33
B6N_LGRB_I_R06T_part_00262140_00327675_575.png,500,189,delamination,217,39,282,66
B6N_LGRB_I_R06T_part_00262140_00327675_576.png,500,189,delamination,232,16,267,36
B6N_LGRB_I_R06T_part_00262140_00327675_577.png,500,189,delamination,228,41,271,65
B6N_LGRB_I_R06T_part_00262140_00327675_579.png,500,189,delamination,228,39,272,61
B6N_LGRB_I_R06T_part_00262140_00327675_581.png,500,189,delamination,31,13,468,41
B6N_LGRB_I_R06T_part_00262140_00327675_583.png,500,189,delamination,11,41,488,60
B6N_LGRB_I_R06T_part_00262140_00327675_584.png,544,189,delamination,0,12,544,39
B6N_LGRB_I_R06T_part_00262140_00327675_585.png,500,189,delamination,233,36,266,59
B6N_LGRB_I_R06T_part_00262140_00327675_586.png,500,189,delamination,209,37,291,65
B6N_LGRB_I_R06T_part_00262140_00327675_587.png,500,189,delamination,212,13,288,42
B6N_LGRB_I_R06T_part_00262140_00327675_588.png,500,189,delamination,218,34,281,60
B6N_LGRB_I_R06T_part_00262140_00327675_590.png,500,189,delamination,185,19,314,42
B6N_LGRB_I_R06T_part_00262140_00327675_591.png,500,189,delamination,193,14,306,39
B6N_LGRB_I_R06T_part_00262140_00327675_592.png,500,189,delamination,220,14,280,37
B6N_LGRB_I_R06T_part_00262140_00327675_593.png,500,189,delamination,229,40,271,60
B6N_LGRB_I_R06T_part_00262140_00327675_594.png,500,189,delamination,230,42,269,60
B6N_LGRB_I_R06T_part_00262140_00327675_595.png,500,189,delamination,230,41,269,65
B6N_LGRB_I_R06T_part_00262140_00327675_596.png,500,189,delamination,119,19,381,39
B6N_LGRB_I_R06T_part_00262140_00327675_597.png,500,189,delamination,232,39,268,60
B6N_LGRB_I_R06T_part_00262140_00327675_598.png,500,189,delamination,180,18,319,41
B6N_LGRB_I_R06T_part_00262140_00327675_600.png,500,189,delamination,230,15,269,40
B6N_LGRB_I_R06T_part_00262140_00327675_601.png,500,189,delamination,173,16,327,40
B6N_LGRB_I_R06T_part_00262140_00327675_602.png,500,189,delamination,219,18,280,35
B6N_LGRB_I_R06T_part_00262140_00327675_603.png,500,189,delamination,229,41,271,59
B6N_LGRB_I_R06T_part_00262140_00327675_604.png,500,189,delamination,72,38,428,60
B6N_LGRB_I_R06T_part_00262140_00327675_605.png,500,189,delamination,204,16,295,42
B6N_LGRB_I_R06T_part_00262140_00327675_606.png,500,189,delamination,167,16,333,42
B6N_LGRB_I_R06T_part_00262140_00327675_607.png,500,189,delamination,228,16,272,42
B6N_LGRB_I_R06T_part_00262140_00327675_609.png,500,189,delamination,195,41,304,65
B6N_LGRB_I_R06T_part_00262140_00327675_611.png,500,189,delamination,227,38,273,59
B6N_LGRB_I_R06T_part_00262140_00327675_612.png,500,189,delamination,208,15,292,40
B6N_LGRB_I_R06T_part_00262140_00327675_613.png,500,189,delamination,178,15,321,41
B6N_LGRB_I_R06T_part_00262140_00327675_614.png,500,189,delamination,232,36,268,58
B6N_LGRB_I_R06T_part_00262140_00327675_615.png,500,189,delamination,188,16,311,43
B6N_LGRB_I_R06T_part_00262140_00327675_617.png,500,189,delamination,221,15,278,37
B6N_LGRB_I_R06T_part_00262140_00327675_618.png,500,189,delamination,199,16,301,44
B6N_LGRB_I_R06T_part_00262140_00327675_619.png,500,189,delamination,221,13,279,40
B6N_LGRB_I_R06T_part_00262140_00327675_620.png,500,189,delamination,234,20,265,36
B6N_LGRB_I_R06T_part_00262140_00327675_621.png,500,189,delamination,217,42,282,65
B6N_LGRB_I_R06T_part_00262140_00327675_622.png,500,189,delamination,219,14,281,42
B6N_LGRB_I_R06T_part_00262140_00327675_623.png,500,189,delamination,211,14,289,47
B6N_LGRB_I_R06T_part_00262140_00327675_624.png,500,189,delamination,215,18,285,42
B6N_LGRB_I_R06T_part_00262140_00327675_625.png,500,189,delamination,193,14,307,40
B6N_LGRB_I_R06T_part_00262140_00327675_626.png,500,189,delamination,189,41,311,61
B6N_LGRB_I_R06T_part_00262140_00327675_627.png,500,189,delamination,181,14,318,39
B6N_LGRB_I_R06T_part_00262140_00327675_628.png,500,189,delamination,196,43,304,65
B6N_LGRB_I_R06T_part_00327675_00393210_629.png,528,189,delamination,0,18,528,38
B6N_LGRB_I_R06T_part_00327675_00393210_630.png,542,189,delamination,0,43,542,64
B6N_LGRB_I_R06T_part_00327675_00393210_635.png,500,189,delamination,233,42,267,59
B6N_LGRB_I_R06T_part_00327675_00393210_636.png,500,189,delamination,227,45,272,61
B6N_LGRB_I_R06T_part_00327675_00393210_637.png,500,189,delamination,198,16,301,34
B6N_LGRB_I_R06T_part_00327675_00393210_639.png,500,189,delamination,232,41,267,59
B6N_LGRB_I_R06T_part_00327675_00393210_640.png,765,189,delamination,0,16,765,36
B6N_LGRB_I_R06T_part_00327675_00393210_641.png,500,189,delamination,30,42,470,65
B6N_LGRB_I_R06T_part_00327675_00393210_642.png,500,189,delamination,203,44,296,64
B6N_LGRB_I_R06T_part_00327675_00393210_643.png,500,189,delamination,225,18,274,36
B6N_LGRB_I_R06T_part_00327675_00393210_644.png,500,189,delamination,205,44,294,59
B6N_LGRB_I_R06T_part_00327675_00393210_646.png,500,189,delamination,212,14,288,42
B6N_LGRB_I_R06T_part_00327675_00393210_647.png,500,189,delamination,170,20,330,39
B6N_LGRB_I_R06T_part_00327675_00393210_648.png,500,189,delamination,169,18,330,35
B6N_LGRB_I_R06T_part_00327675_00393210_649.png,500,189,delamination,234,17,265,39
B6N_LGRB_I_R06T_part_00327675_00393210_650.png,500,189,delamination,172,17,328,42
B6N_LGRB_I_R06T_part_00327675_00393210_651.png,702,189,delamination,0,43,702,67
B6N_LGRB_I_R06T_part_00327675_00393210_652.png,504,189,delamination,0,15,504,43
B6N_LGRB_I_R06T_part_00327675_00393210_653.png,500,189,delamination,212,17,288,42
B6N_LGRB_I_R06T_part_00327675_00393210_654.png,500,189,delamination,119,17,381,37
B6N_LGRB_I_R06T_part_00327675_00393210_657.png,500,189,delamination,226,15,273,35
B6N_LGRB_I_R06T_part_00327675_00393210_659.png,500,189,delamination,205,16,294,42
B6N_LGRB_I_R06T_part_00327675_00393210_660.png,500,189,delamination,214,13,286,40
B6N_LGRB_I_R06T_part_00327675_00393210_661.png,500,189,delamination,235,18,265,45
B6N_LGRB_I_R06T_part_00327675_00393210_664.png,500,189,delamination,108,10,392,40
B6N_LGRB_I_R06T_part_00327675_00393210_665.png,500,189,delamination,99,35,401,59
B6N_LGRB_I_R06T_part_00327675_00393210_666.png,500,189,delamination,117,41,382,62
B6N_LGRB_I_R06T_part_00327675_00393210_668.png,500,189,delamination,100,35,399,63
B6N_LGRB_I_R06T_part_00327675_00393210_671.png,500,189,delamination,220,41,280,61
B6N_LGRB_I_R06T_part_00327675_00393210_673.png,500,189,delamination,221,17,279,33
B6N_LGRB_I_R06T_part_00327675_00393210_674.png,500,189,delamination,225,41,275,58
B6N_LGRB_I_R06T_part_00327675_00393210_675.png,500,189,delamination,109,41,390,59
B6N_LGRB_I_R06T_part_00327675_00393210_677.png,500,189,delamination,211,41,289,58
B6N_LGRB_I_R06T_part_00327675_00393210_679.png,500,189,delamination,229,43,271,61
B6N_LGRB_I_R06T_part_00327675_00393210_680.png,500,189,delamination,230,42,269,63
B6N_LGRB_I_R06T_part_00327675_00393210_681.png,500,189,delamination,77,5,422,42
B6N_LGRB_I_R06T_part_00393210_00458745_682.png,500,189,delamination,95,17,404,59
B6N_LGRB_I_R06T_part_00393210_00458745_683.png,500,189,delamination,201,19,298,39
B6N_LGRB_I_R06T_part_00393210_00458745_684.png,500,189,delamination,136,20,364,45
B6N_LGRB_I_R06T_part_00393210_00458745_685.png,500,189,delamination,7,21,493,45
B6N_LGRB_I_R06T_part_00393210_00458745_686.png,500,189,delamination,28,37,471,59
B6N_LGRB_I_R06T_part_00393210_00458745_687.png,500,189,delamination,8,19,491,42
B6N_LGRB_I_R06T_part_00393210_00458745_688.png,500,189,delamination,221,34,278,55
B6N_LGRB_I_R06T_part_00393210_00458745_689.png,500,189,delamination,34,22,465,46
B6N_LGRB_I_R06T_part_00393210_00458745_690.png,500,189,delamination,182,21,317,48
B6N_LGRB_I_R06T_part_00393210_00458745_691.png,640,189,delamination,0,17,640,44
B6N_LGRB_I_R06T_part_00393210_00458745_692.png,500,189,delamination,138,20,361,44
B6N_LGRB_I_R06T_part_00393210_00458745_693.png,500,189,delamination,156,21,343,41
B6N_LGRB_I_R06T_part_00393210_00458745_695.png,500,189,delamination,212,21,287,47
B6N_LGRB_I_R06T_part_00393210_00458745_696.png,500,189,delamination,205,17,294,42
B6N_LGRB_I_R06T_part_00393210_00458745_697.png,500,189,delamination,158,44,342,70
B6N_LGRB_I_R06T_part_00393210_00458745_698.png,500,189,delamination,206,22,294,48
B6N_LGRB_I_R06T_part_00393210_00458745_700.png,500,189,delamination,145,23,355,46
B6N_LGRB_I_R06T_part_00393210_00458745_701.png,500,189,delamination,104,46,396,67
B6N_LGRB_I_R06T_part_00393210_00458745_702.png,500,189,delamination,213,18,286,42
B6N_LGRB_I_R06T_part_00393210_00458745_703.png,500,189,delamination,50,24,450,42
B6N_LGRB_I_R06T_part_00393210_00458745_704.png,500,189,delamination,126,44,373,65
B6N_LGRB_I_R06T_part_00393210_00458745_705.png,500,189,delamination,190,25,309,50
B6N_LGRB_I_R06T_part_00393210_00458745_706.png,500,189,delamination,140,19,360,42
